dataset	scenario	min_identity	min_ref_coverage	inferred_taxid	superkingdom	kingdom	phylum	class	order	family	genus	species	newly_rescued_reads
BLEA	refcov_87	90	87	1629071	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Micromonospora	Micromonospora fluostatini	1
BLEA	refcov_87	90	87	1631247	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium delmotii	1
BLEA	refcov_87	90	87	1639646	Bacteria	Pseudomonadati	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Flavisolibacter	Flavisolibacter metallilatus	1
BLEA	refcov_87	90	87	1652101	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Polygonibacillus	Polygonibacillus indicireducens	1
BLEA	refcov_87	90	87	1652145	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Rectinemataceae	Rectinema	Rectinema cohabitans	1
BLEA	refcov_87	90	87	1673718	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Massilibacteroides	Massilibacteroides vaginae	1
BLEA	refcov_87	90	87	1689270	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	unclassified Eubacteriales family	Intestinimonas	Intestinimonas timonensis	1
BLEA	refcov_87	90	87	1697053	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Thiopseudomonas	Thiopseudomonas alkaliphila	1
BLEA	refcov_87	90	87	1703341	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Croceicoccus	Croceicoccus pelagius	1
BLEA	refcov_87	90	87	1715348	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingosinicellaceae	Sandaracinobacter	Sandaracinobacter neustonicus	1
BLEA	refcov_87	90	87	1737443	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	Novosphingobium fontis	1
BLEA	refcov_87	90	87	1737568	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Croceibacterium	Croceibacterium salegens	1
BLEA	refcov_87	90	87	1751901	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiaceae	Methylothermalis	Methylothermalis aethiopiae	1
BLEA	refcov_87	90	87	1792543	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Rhodocyclales	Zoogloeaceae	Thauera	Thauera phenolivorans	1
BLEA	refcov_87	90	87	1796619	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Eubacteriaceae	Irregularibacter	Irregularibacter muris	1
BLEA	refcov_87	90	87	1811518	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Aquamicrobium	Aquamicrobium soli	1
BLEA	refcov_87	90	87	1833852	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Peptococcaceae	Desulforamulus	Desulforamulus ferrireducens	1
BLEA	refcov_87	90	87	1849104	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium sediminum	1
BLEA	refcov_87	90	87	1864948	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Devosiaceae	Pelagibacterium	Pelagibacterium rhizosphaerae	1
BLEA	refcov_87	90	87	1930748	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Leucobacter	Leucobacter celer	1
BLEA	refcov_87	90	87	2028345	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Pollutimonas	Pollutimonas thiosulfatoxidans	1
BLEA	refcov_87	90	87	2029865	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Devosiaceae	Pelagibacterium	Pelagibacterium lentulum	1
BLEA	refcov_87	90	87	2038680	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Paludihabitans	Paludihabitans psychrotolerans	1
BLEA	refcov_87	90	87	2136177	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Oceaniglobus	Oceaniglobus ichthyenteri	1
BLEA	refcov_87	90	87	2233532	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium atlanticum	1
BLEA	refcov_87	90	87	2306996	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Tsuneonella	Tsuneonella suprasediminis	1
BLEA	refcov_87	90	87	2508543	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Paracoccus	Paracoccus luteus	1
BLEA	refcov_87	90	87	2528000	Bacteria	Pseudomonadati	Planctomycetota	Planctomycetia	Pirellulales	Lacipirellulaceae	Botrimarina	Botrimarina hoheduenensis	1
BLEA	refcov_87	90	87	2528001	Bacteria	Pseudomonadati	Planctomycetota	Planctomycetia	Pirellulales	Lacipirellulaceae	Botrimarina	Botrimarina colliarenosi	1
BLEA	refcov_87	90	87	2528009	Bacteria	Pseudomonadati	Planctomycetota	Planctomycetia	Pirellulales	Lacipirellulaceae	Pirellulimonas	Pirellulimonas nuda	1
BLEA	refcov_87	90	87	2565930	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Rhodocyclales	Zoogloeaceae	Pseudothauera	Pseudothauera nasutitermitis	1
BLEA	refcov_87	90	87	2594473	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas xanthus	1
BLEA	refcov_87	90	87	2599308	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Crassaminicella	Crassaminicella thermophila	1
BLEA	refcov_87	90	87	2603858	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Desulfuromonadia	Geobacterales	Geobacteraceae	Oryzomonas	Oryzomonas japonica	1
BLEA	refcov_87	90	87	2681495	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Chelativorans	Chelativorans alearense	1
BLEA	refcov_87	90	87	2683713	Bacteria	Bacillati	Bacillota	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelothrix	Erysipelothrix anatis	1
BLEA	refcov_87	90	87	2683717	Bacteria	Bacillati	Bacillota	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelothrix	Erysipelothrix urinaevulpis	1
BLEA	refcov_87	90	87	2712698	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Salaquimonadaceae	Salaquimonas	Salaquimonas pukyongi	1
BLEA	refcov_87	90	87	2735723	Bacteria	Bacillati	Bacillota	Erysipelotrichia	Erysipelotrichales	Turicibacteraceae	Turicibacter	Turicibacter bilis	1
BLEA	refcov_87	90	87	2741498	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Chelatococcaceae	Chelatococcus	Chelatococcus thermostellatus	1
BLEA	refcov_87	90	87	2746702	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium	Rhizobium rhizolycopersici	1
BLEA	refcov_87	90	87	2752310	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Azospirillaceae	Azospirillum	Azospirillum tabaci	1
BLEA	refcov_87	90	87	2763644	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Eubacteriales Family XIII. Incertae Sedis	Zhenpiania	Zhenpiania hominis	1
BLEA	refcov_87	90	87	2763645	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Eubacteriales Family XIII. Incertae Sedis	Lentihominibacter	Lentihominibacter hominis	1
BLEA	refcov_87	90	87	2763654	Bacteria	Bacillati	Bacillota	Clostridia	Christensenellales	Christensenellaceae	Luoshenia	Luoshenia tenuis	1
BLEA	refcov_87	90	87	2763655	Bacteria	Bacillati	Bacillota	Clostridia	Christensenellales	Christensenellaceae	Gehongia	Gehongia tenuis	1
BLEA	refcov_87	90	87	2791022	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Devosiaceae	Pelagibacterium	Pelagibacterium limicola	1
BLEA	refcov_87	90	87	2796470	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Brevibacillus composti	1
BLEA	refcov_87	90	87	2800330	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Advenella	Advenella mandrilli	1
BLEA	refcov_87	90	87	2802637	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Curtobacterium	Curtobacterium oryzae	1
BLEA	refcov_87	90	87	2847778	Bacteria	Pseudomonadati	Atribacterota	Atribacteria	Atribacterales	Atribacteraceae	Atribacter	Atribacter laminatus	1
BLEA	refcov_87	90	87	2872591	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Ahrensiaceae	Oricola	Oricola indica	1
BLEA	refcov_87	90	87	2898422	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium edaphi	1
BLEA	refcov_85	90	85	2812850	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Leucobacter	Leucobacter soli	245
BLEA	refcov_85	90	85	2699427	Bacteria	Bacillati	Bacillota	unclassified Bacillota class	unclassified Bacillota order	unclassified Bacillota family	Capillibacterium	Capillibacterium thermochitinicola	195
BLEA	refcov_85	90	85	1576911	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Chelatococcaceae	Camelimonas	Camelimonas fluminis	166
BLEA	refcov_85	90	85	1197717	Bacteria	Thermotogati	Synergistota	Synergistia	Synergistales	Synergistaceae	Cloacibacillus	Cloacibacillus porcorum	128
BLEA	refcov_85	90	85	1131703	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Sphaerochaetaceae	Sphaerochaeta	Sphaerochaeta globosa	105
BLEA	refcov_85	90	85	913099	Bacteria	Bacillati	Bacillota	Tissierellia	unclassified Tissierellia order	unclassified Tissierellia family	Sedimentibacter	Sedimentibacter acidaminivorans	96
BLEA	refcov_85	90	85	1895020	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Sphaerochaetaceae	Pleomorphochaeta	Pleomorphochaeta naphthae	90
BLEA	refcov_85	90	85	1909699	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Desulfobulbia	Desulfobulbales	Desulfobulbaceae	Desulfobulbus	Desulfobulbus oligotrophicus	83
BLEA	refcov_85	90	85	720554	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Acetivibrio	Acetivibrio clariflavus	82
BLEA	refcov_85	90	85	1677857	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Acetivibrio	Acetivibrio saccincola	81
BLEA	refcov_85	90	85	1484053	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Marinilabiliales	Prolixibacteraceae	Mariniphaga	Mariniphaga anaerophila	78
BLEA	refcov_85	90	85	1005740	Bacteria	Thermotogati	Synergistota	Synergistia	Synergistales	Aminobacteriaceae	Aminivibrio	Aminivibrio pyruvatiphilus	70
BLEA	refcov_85	90	85	521	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	Bordetella avium	58
BLEA	refcov_85	90	85	1337094	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Ercella	Ercella succinigenes	54
BLEA	refcov_85	90	85	659425	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Thermoclostridium	Thermoclostridium caenicola	51
BLEA	refcov_85	90	85	2781738	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Aquamicrobium	Aquamicrobium zhengzhouense	51
BLEA	refcov_85	90	85	53463	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Paracoccus	Paracoccus solventivorans	46
BLEA	refcov_85	90	85	433296	Bacteria	Bacillati	Bacillota	Clostridia	Peptostreptococcales	Anaerovoracaceae	Aminipila	Aminipila butyrica	46
BLEA	refcov_85	90	85	659006	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Chelatococcaceae	Camelimonas	Camelimonas lactis	45
BLEA	refcov_85	90	85	869814	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Desulfobulbia	Desulfobulbales	Desulfobulbaceae	Desulfobulbus	Desulfobulbus alkaliphilus	43
BLEA	refcov_85	90	85	1501432	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Thiopseudomonas	Thiopseudomonas denitrificans	38
BLEA	refcov_85	90	85	561088	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Aquamicrobium	Aquamicrobium aerolatum	37
BLEA	refcov_85	90	85	1219356	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Rhodocyclales	Zoogloeaceae	Thauera	Thauera butanivorans	34
BLEA	refcov_85	90	85	1983706	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Leucobacter	Leucobacter weissii	33
BLEA	refcov_85	90	85	2818044	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Eubacteriales Family XIII. Incertae Sedis	Sinanaerobacter	Sinanaerobacter chloroacetimidivorans	31
BLEA	refcov_85	90	85	698647	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Aquamicrobium	Aquamicrobium aestuarii	30
BLEA	refcov_85	90	85	1628158	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Marinilabiliales	Prolixibacteraceae	Mariniphaga	Mariniphaga sediminis	30
BLEA	refcov_85	90	85	943348	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Nitratireductor	Nitratireductor lucknowense	28
BLEA	refcov_85	90	85	1231180	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Nitratireductor	Nitratireductor pacificus	28
BLEA	refcov_85	90	85	398235	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Leucobacter	Leucobacter chromiireducens	27
BLEA	refcov_85	90	85	1917182	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Paracandidimonas	Paracandidimonas soli	25
BLEA	refcov_85	90	85	283877	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Leucobacter	Leucobacter chromiireducens	24
BLEA	refcov_85	90	85	1742923	Bacteria	Pseudomonadati	Planctomycetota	Planctomycetia	Pirellulales	Thermoguttaceae	Thermostilla	Thermostilla marina	24
BLEA	refcov_85	90	85	863	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Syntrophomonadaceae	Syntrophomonas	Syntrophomonas wolfei	23
BLEA	refcov_85	90	85	884684	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Mageeibacillus	Mageeibacillus indolicus	23
BLEA	refcov_85	90	85	1236046	Bacteria	Thermotogati	Thermotogota	Thermotogae	Kosmotogales	Kosmotogaceae	Mesotoga	Mesotoga infera	23
BLEA	refcov_85	90	85	1697053	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Thiopseudomonas	Thiopseudomonas alkaliphila	23
BLEA	refcov_85	90	85	1792543	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Rhodocyclales	Zoogloeaceae	Thauera	Thauera phenolivorans	21
BLEA	refcov_85	90	85	29353	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Acetivibrio	Acetivibrio aldrichii	20
BLEA	refcov_85	90	85	253314	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Acetivibrio	Acetivibrio straminisolvens	20
BLEA	refcov_85	90	85	380911	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Parapusillimonas	Parapusillimonas granuli	20
BLEA	refcov_85	90	85	69279	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Aquamicrobium	Aquamicrobium defluvii	19
BLEA	refcov_85	90	85	2763654	Bacteria	Bacillati	Bacillota	Clostridia	Christensenellales	Christensenellaceae	Luoshenia	Luoshenia tenuis	19
BLEA	refcov_85	90	85	580340	Bacteria	Thermotogati	Synergistota	Synergistia	Synergistales	Thermovirgaceae	Thermovirga	Thermovirga lienii	18
BLEA	refcov_85	90	85	1515	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Acetivibrio	Acetivibrio thermocellus	17
BLEA	refcov_85	90	85	123899	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	Bordetella trematum	17
BLEA	refcov_85	90	85	643674	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Paenalcaligenes	Paenalcaligenes hominis	17
BLEA	refcov_85	90	85	1686285	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Leucobacter	Leucobacter massiliensis	17
BLEA	refcov_85	90	85	29345	Bacteria	Bacillati	Bacillota	Tissierellia	unclassified Tissierellia order	unclassified Tissierellia family	Sedimentibacter	Sedimentibacter hydroxybenzoicus	15
BLEA	refcov_85	90	85	398518	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	Bordetella hinzii	15
BLEA	refcov_85	90	85	1450156	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Defluviitaleaceae	Defluviitalea	Defluviitalea raffinosedens	15
BLEA	refcov_85	90	85	1670619	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Nitratireductor	Nitratireductor soli	15
BLEA	refcov_85	90	85	108437	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	Comamonas nitrativorans	14
BLEA	refcov_85	90	85	238083	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Desulfotomaculaceae	Cryptanaerobacter	Cryptanaerobacter phenolicus	14
BLEA	refcov_85	90	85	336261	Bacteria	Thermotogati	Synergistota	Synergistia	Synergistales	Thermovirgaceae	Thermovirga	Thermovirga lienii	14
BLEA	refcov_85	90	85	592015	Bacteria	Thermotogati	Synergistota	Synergistia	Synergistales	Acetomicrobiaceae	Acetomicrobium	Acetomicrobium hydrogeniformans	14
BLEA	refcov_85	90	85	1129264	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Sphaerochaetaceae	Sphaerochaeta	Sphaerochaeta associata	14
BLEA	refcov_85	90	85	1389935	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter animicus	14
BLEA	refcov_85	90	85	1735103	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Nitratireductor	Nitratireductor aestuarii	14
BLEA	refcov_85	90	85	2480747	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Paracandidimonas	Paracandidimonas caeni	14
BLEA	refcov_85	90	85	2764712	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Eubacteriales Family XIII. Incertae Sedis	Lentihominibacter	Lentihominibacter faecis	14
BLEA	refcov_85	90	85	337097	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Vulcanibacillus	Vulcanibacillus modesticaldus	13
BLEA	refcov_85	90	85	470868	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter marplatensis	13
BLEA	refcov_85	90	85	662960	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Leucobacter	Leucobacter exalbidus	13
BLEA	refcov_85	90	85	1238186	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Leucobacter	Leucobacter salsicius	13
BLEA	refcov_85	90	85	1481665	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Advenella	Advenella alkanexedens	13
BLEA	refcov_85	90	85	1768907	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudohongiellaceae	Pseudohongiella	Pseudohongiella nitratireducens	13
BLEA	refcov_85	90	85	2763656	Bacteria	Bacillati	Bacillota	Clostridia	Christensenellales	Christensenellaceae	Guopingia	Guopingia tenuis	13
BLEA	refcov_85	90	85	83661	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Peptococcaceae	Desulfonispora	Desulfonispora thiosulfatigenes	12
BLEA	refcov_85	90	85	130788	Bacteria	Bacillati	Bacillota	Tissierellia	unclassified Tissierellia order	unclassified Tissierellia family	Sedimentibacter	Sedimentibacter saalensis	12
BLEA	refcov_85	90	85	305977	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Pusillimonas	Pusillimonas noertemannii	12
BLEA	refcov_85	90	85	696001	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Leucobacter	Leucobacter aerolatus	12
BLEA	refcov_85	90	85	766136	Bacteria	Bacillati	Bacillota	Desulfuribacillia	Desulfuribacillales	Desulfuribacillaceae	Desulfuribacillus	Desulfuribacillus alkaliarsenatis	12
BLEA	refcov_85	90	85	1081040	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium murale	11
BLEA	refcov_85	90	85	1249552	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudohongiellaceae	Pseudohongiella	Pseudohongiella spirulinae	11
BLEA	refcov_85	90	85	1776760	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	unclassified Eubacteriales family	Proteiniborus	Proteiniborus indolifex	11
BLEA	refcov_85	90	85	1907662	Bacteria	Bacillati	Actinomycetota	Coriobacteriia	Eggerthellales	Eggerthellaceae	Raoultibacter	Raoultibacter timonensis	11
BLEA	refcov_85	90	85	2496273	Bacteria	Bacillati	Bacillota	Clostridia	Caldicoprobacterales	Xylanivirgaceae	Xylanivirga	Xylanivirga thermophila	11
BLEA	refcov_85	90	85	2527984	Bacteria	Pseudomonadati	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	Bremerella	Bremerella volcania	11
BLEA	refcov_85	90	85	2528000	Bacteria	Pseudomonadati	Planctomycetota	Planctomycetia	Pirellulales	Lacipirellulaceae	Botrimarina	Botrimarina hoheduenensis	11
BLEA	refcov_85	90	85	2681495	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Chelativorans	Chelativorans alearense	11
BLEA	refcov_85	90	85	84032	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium thermosuccinogenes	10
BLEA	refcov_85	90	85	229921	Bacteria	Bacillati	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	Levilinea	Levilinea saccharolytica	10
BLEA	refcov_85	90	85	433924	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Pseudacidovorax	Pseudacidovorax intermedius	10
BLEA	refcov_85	90	85	469547	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Aquamicrobium	Aquamicrobium segne	10
BLEA	refcov_85	90	85	1089553	Bacteria	Bacillati	Bacillota	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Thermacetogenium	Thermacetogenium phaeum	10
BLEA	refcov_85	90	85	1131707	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Sphaerochaetaceae	Sphaerochaeta	Sphaerochaeta pleomorpha	10
BLEA	refcov_85	90	85	1231190	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Nitratireductor	Nitratireductor indicus	10
BLEA	refcov_85	90	85	1549637	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Caenimicrobium	Caenimicrobium hargitense	10
BLEA	refcov_85	90	85	1712410	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Peptococcaceae	Thermanaerosceptrum	Thermanaerosceptrum fracticalcis	10
BLEA	refcov_85	90	85	2136177	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Oceaniglobus	Oceaniglobus ichthyenteri	10
BLEA	refcov_85	90	85	2527970	Bacteria	Pseudomonadati	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	Blastopirellula	Blastopirellula retiformator	10
BLEA	refcov_85	90	85	33058	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Rhodocyclales	Zoogloeaceae	Thauera	Thauera selenatis	9
BLEA	refcov_85	90	85	81468	Bacteria	Thermotogati	Synergistota	Synergistia	Synergistales	Aminobacteriaceae	Aminobacterium	Aminobacterium colombiense	9
BLEA	refcov_85	90	85	577650	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Desulfobulbia	Desulfobulbales	Desulfobulbaceae	Desulfobulbus	Desulfobulbus propionicus	9
BLEA	refcov_85	90	85	947010	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Desulfotomaculaceae	Pelotomaculum	Pelotomaculum isophthalicicum	9
BLEA	refcov_85	90	85	1036779	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Boseaceae	Bosea	Bosea lupini	9
BLEA	refcov_85	90	85	1335046	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Nitratireductor	Nitratireductor shengliensis	9
BLEA	refcov_85	90	85	1348472	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Pusillimonas	Pusillimonas caeni	9
BLEA	refcov_85	90	85	1559	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium tertium	8
